,weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_relative_humidity_percent,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_min_temp_c,city,year,week_start_date
265,22.0,0.1584806235,0.2412,0.1024714,0.1095714,299.602857143,299.607142857,295.992857143,302.0,298.1,80.7271428571,17.4114285714,1.95714285714,27.7,7.32857142857,23.3,sj,1995,1995-06-04
266,23.0,0.15495,0.0278,0.2666143,0.2119,298.688571429,298.65,295.827142857,300.2,297.5,84.3457142857,17.2171428571,1.64285714286,27.3,7.14285714286,22.8,sj,1995,1995-06-11
267,24.0,0.08955,0.0797,0.1817143,0.1559857,299.828571429,299.9,295.892857143,301.4,298.4,79.1371428571,17.2957142857,2.31428571429,27.7714285714,7.47142857143,22.8,sj,1995,1995-06-18
268,25.0,0.22135,0.2174,0.2199714,0.1920429,300.115714286,300.142857143,296.625714286,302.3,298.2,81.34,18.0528571429,2.0,28.8428571429,7.37142857143,24.4,sj,1995,1995-06-25
269,26.0,0.2319333,0.2115,0.2412286,0.2656857,300.68,300.807142857,296.741428571,302.7,298.7,79.38,18.2071428571,2.75714285714,29.2142857143,6.34285714286,24.4,sj,1995,1995-07-02
270,27.0,0.3093,0.2909,0.2370571,0.2420429,301.007142857,301.092857143,296.145714286,303.2,298.6,75.0657142857,17.5657142857,3.04285714286,29.6571428571,7.82857142857,25.0,sj,1995,1995-07-09
271,28.0,0.13837888400000006,0.17265,0.24245,0.2196714,299.944285714,299.978571429,296.582857143,302.0,298.5,81.96,18.0128571429,1.95714285714,29.2857142857,7.6,24.4,sj,1995,1995-07-16
272,29.0,0.1175,0.10775,0.1555714,0.1664857,300.401428571,300.664285714,296.848571429,302.8,299.0,81.09,18.3542857143,2.72857142857,29.2285714286,7.3,25.0,sj,1995,1995-07-23
273,30.0,0.19282038820000003,0.1898,0.0942,0.1322286,299.988571429,299.957142857,297.244285714,302.3,298.6,85.0885714286,18.7771428571,1.6,28.5571428571,6.57142857143,23.9,sj,1995,1995-07-30
274,31.0,0.0632,0.09466667,0.1584857,0.2030286,300.0,300.0,297.11,302.5,298.4,84.3757142857,18.6728571429,2.08571428571,28.7,6.75714285714,23.9,sj,1995,1995-08-06
275,32.0,0.047,0.047,0.1991833,0.1653571,300.262857143,300.285714286,296.558571429,302.4,298.6,80.3971428571,18.0428571429,2.14285714286,29.0,6.81428571429,23.3,sj,1995,1995-08-13
276,33.0,0.08396667,0.0917,0.1771571,0.1886714,300.554285714,300.685714286,297.27,303.8,298.2,82.6257142857,18.8571428571,3.34285714286,30.0714285714,6.94285714286,25.6,sj,1995,1995-08-20
277,34.0,0.1131,0.0862,0.1374,0.1324714,299.952857143,299.985714286,296.887142857,301.9,298.1,83.4914285714,18.4042857143,2.11428571429,28.4285714286,7.65714285714,23.3,sj,1995,1995-08-27
278,35.0,0.0326,0.07256667,0.17236,0.1968143,300.174285714,300.242857143,296.85,302.4,298.5,82.2257142857,18.3971428571,2.22857142857,29.1142857143,5.92857142857,24.4,sj,1995,1995-09-03
279,36.0,0.1071,0.1836,0.18515,0.1699571,301.218571429,301.35,296.994285714,303.9,298.2,78.1457142857,18.5457142857,3.7,29.5714285714,7.91428571429,23.9,sj,1995,1995-09-10
280,37.0,0.0568,0.0546,0.1436857,0.1392,300.21,300.2,297.051428571,302.2,298.1,82.9114285714,18.63,2.37142857143,29.3714285714,7.44285714286,24.4,sj,1995,1995-09-17
281,38.0,0.1186333,0.0846,0.1810167,0.2176167,300.067142857,300.135714286,296.964285714,302.5,298.3,83.3142857143,18.5285714286,2.44285714286,29.5857142857,6.91428571429,25.0,sj,1995,1995-09-24
282,39.0,0.1068,0.08366667,0.092,0.09934286,300.155714286,300.207142857,296.771428571,301.8,298.7,81.8542857143,18.2542857143,1.9,29.9571428571,7.28571428571,25.6,sj,1995,1995-10-01
283,40.0,0.2808,0.2151,0.1463429,0.1295571,299.781428571,299.728571429,296.66,301.9,297.2,83.1357142857,18.1457142857,2.28571428571,28.0571428571,6.77142857143,23.9,sj,1995,1995-10-08
284,41.0,0.040825,0.0966,0.1316,0.1375429,299.54,299.564285714,296.634285714,301.4,298.0,84.2071428571,18.1385714286,1.81428571429,28.3857142857,6.92857142857,24.4,sj,1995,1995-10-15
285,42.0,0.033625,0.09466,0.09144286,0.1194429,299.794285714,299.842857143,296.161428571,301.8,297.8,80.6642857143,17.6214285714,2.02857142857,27.8428571429,7.17142857143,23.3,sj,1995,1995-10-22
286,43.0,0.11779963114999992,0.1326,0.1581857,0.1374429,299.441428571,299.421428571,296.337142857,301.8,297.6,83.2142857143,17.8471428571,2.38571428571,27.4714285714,7.25714285714,23.3,sj,1995,1995-10-29
287,44.0,0.2346,0.07825,0.2700714,0.2854286,299.772857143,299.942857143,296.17,302.3,298.1,80.8642857143,17.67,3.0,28.0428571429,7.64285714286,23.3,sj,1995,1995-11-05
288,45.0,0.0174,0.02905,0.2089143,0.2354857,299.097142857,299.285714286,295.22,301.1,297.5,79.4042857143,16.6042857143,1.91428571429,27.2285714286,6.87142857143,23.3,sj,1995,1995-11-12
289,46.0,0.0406,0.07475,0.19625,0.1903429,299.622857143,299.807142857,295.37,301.9,297.8,77.6385714286,16.77,2.55714285714,27.1571428571,7.18571428571,22.8,sj,1995,1995-11-19
290,47.0,0.0334,0.1148667,0.2400143,0.2549,299.275714286,299.4,295.14,301.4,297.7,78.1414285714,16.5414285714,2.22857142857,27.3142857143,7.31428571429,22.8,sj,1995,1995-11-26
291,48.0,0.06522452634999999,0.076375,0.2411714,0.1688714,299.452857143,299.55,295.837142857,301.4,298.0,80.6771428571,17.2571428571,2.07142857143,27.2,7.54285714286,22.8,sj,1995,1995-12-03
292,49.0,0.1154,0.135,0.2653,0.2371143,299.201428571,299.4,294.687142857,300.8,297.6,76.3328571429,16.0657142857,2.25714285714,27.0142857143,7.65714285714,22.2,sj,1995,1995-12-10
293,50.0,-0.0139,0.01473333,0.1795,0.1348,298.461428571,298.578571429,294.731428571,300.3,297.4,79.9857142857,16.1057142857,1.84285714286,26.6142857143,7.08571428571,22.2,sj,1995,1995-12-17
294,51.0,0.02601256645000001,0.03596667,0.1808571,0.1116571,298.194285714,298.221428571,293.971428571,300.1,296.5,77.6371428571,15.3714285714,1.7,25.7142857143,5.85714285714,22.2,sj,1995,1995-12-24
295,1.0,0.014,0.01086667,0.09192857,0.1204429,297.412857143,297.457142857,294.54,299.5,295.9,84.1357142857,15.8885714286,1.65714285714,25.1857142857,4.84285714286,21.7,sj,1996,1996-01-01
296,2.0,0.1514333,0.1262333,0.1842429,0.1828,298.528571429,298.628571429,294.661428571,300.6,296.7,79.3214285714,16.0157142857,2.45714285714,26.2571428571,7.64285714286,21.7,sj,1996,1996-01-08
297,3.0,0.0149,0.07636667,0.1466571,0.1969857,297.752857143,297.864285714,294.551428571,299.6,295.9,82.5157142857,15.9171428571,2.07142857143,25.9714285714,6.88571428571,21.7,sj,1996,1996-01-15
298,4.0,0.0958,0.1381,0.2194571,0.2229,297.422857143,297.485714286,293.802857143,299.7,296.1,80.4771428571,15.2085714286,1.94285714286,25.5857142857,5.85714285714,22.2,sj,1996,1996-01-22
299,5.0,0.0627,0.1475333,0.2058429,0.2097286,296.628571429,296.757142857,292.04,298.2,295.0,75.6928571429,13.65,1.94285714286,24.7857142857,6.02857142857,20.0,sj,1996,1996-01-29
300,6.0,0.02765,0.04075,0.1646,0.1686857,297.307142857,297.435714286,292.581428571,299.4,295.7,74.9614285714,14.0585714286,2.15714285714,25.1571428571,6.81428571429,21.1,sj,1996,1996-02-05
301,7.0,0.06895,0.13685,0.2188143,0.2143,297.625714286,297.685714286,293.85,299.9,295.0,79.6642857143,15.2385714286,2.22857142857,25.3142857143,7.44285714286,21.1,sj,1996,1996-02-12
302,8.0,0.06349665130000007,0.0583,0.1627857,0.1252143,297.882857143,298.092857143,293.698571429,300.0,296.1,77.7828571429,15.1257142857,2.72857142857,25.9714285714,7.71428571429,21.1,sj,1996,1996-02-19
303,9.0,0.076,0.108975,0.2699333,0.2227714,297.598571429,297.707142857,293.731428571,299.6,296.0,79.1985714286,15.1285714286,2.3,25.5571428571,7.21428571429,21.1,sj,1996,1996-02-26
304,10.0,0.12408600990000007,0.11005,0.1926667,0.1776429,297.292857143,297.478571429,292.128571429,299.6,295.5,73.06,13.6957142857,2.52857142857,25.5714285714,7.91428571429,20.6,sj,1996,1996-03-04
305,11.0,0.03786667,0.0368,0.1764286,0.1658571,297.988571429,298.178571429,293.561428571,299.9,296.6,76.4828571429,14.9428571429,2.21428571429,26.2428571429,7.2,21.7,sj,1996,1996-03-11
306,12.0,0.07713333,0.1118,0.1855286,0.2112714,297.428571429,297.6,293.834285714,300.6,295.2,80.6471428571,15.2357142857,2.54285714286,26.2,7.7,22.2,sj,1996,1996-03-18
307,13.0,-0.04210425165000001,-0.0457,0.1378857,0.1538429,298.188571429,298.364285714,293.084285714,300.4,296.7,73.4257142857,14.5285714286,2.92857142857,26.4,9.02857142857,20.6,sj,1996,1996-03-25
308,14.0,0.0448,0.024225,0.0851,0.1079429,297.21,297.407142857,293.321428571,300.3,295.4,79.02,14.7271428571,2.55714285714,25.9285714286,6.9,21.7,sj,1996,1996-04-01
309,15.0,0.0497,0.1488,0.1627286,0.1776429,298.135714286,298.207142857,294.365714286,300.8,296.3,79.7757142857,15.7514285714,2.52857142857,26.2285714286,7.68571428571,21.7,sj,1996,1996-04-08
310,16.0,0.08893333,0.12235,0.2162143,0.2278286,297.852857143,298.092857143,293.8,300.7,295.7,78.3114285714,15.1857142857,2.3,26.1285714286,6.72857142857,21.1,sj,1996,1996-04-15
311,17.0,0.09948335655,0.1078,0.1786857,0.1805143,298.228571429,298.464285714,293.282857143,300.4,297.0,74.1714285714,14.7057142857,2.38571428571,26.1285714286,6.4,22.2,sj,1996,1996-04-22
312,18.0,0.3144667,0.1974,0.2231,0.2046286,298.007142857,298.092857143,293.538571429,299.8,296.6,76.3942857143,14.9385714286,1.84285714286,26.0142857143,6.62857142857,22.2,sj,1996,1996-04-29
313,19.0,-0.0464,-0.0384,0.0964,0.09445714,297.71,297.8,292.915714286,299.4,296.3,74.7928571429,14.3614285714,2.17142857143,25.4428571429,6.32857142857,21.7,sj,1996,1996-05-06
314,20.0,0.043545538099999996,0.07175,0.1463,0.1586429,297.595714286,297.628571429,294.451428571,300.1,296.2,82.84,15.7971428571,1.71428571429,25.8428571429,5.54285714286,22.2,sj,1996,1996-05-13
315,21.0,0.0339,0.0557,0.2153167,0.21815,298.658571429,298.921428571,295.467142857,300.7,297.4,82.78,16.8571428571,2.44285714286,26.7285714286,6.34285714286,22.8,sj,1996,1996-05-20
316,22.0,0.09985,0.1066,0.1409857,0.1087857,299.441428571,299.592857143,296.237142857,301.8,297.5,82.7514285714,17.66,2.81428571429,28.1142857143,6.91428571429,23.3,sj,1996,1996-05-27
317,23.0,0.0529,0.080075,0.1793143,0.1579,299.254285714,299.192857143,296.005714286,301.4,297.9,82.3685714286,17.3942857143,2.07142857143,27.8142857143,7.02857142857,23.9,sj,1996,1996-06-03
318,24.0,0.0986,0.0893,0.12375,0.13545,298.742857143,298.828571429,295.438571429,300.6,297.5,82.2357142857,16.8,2.02857142857,26.9428571429,5.98571428571,23.3,sj,1996,1996-06-10
319,25.0,0.07125,0.0646,0.1461,0.1561714,298.49,298.564285714,295.435714286,300.8,297.1,83.3228571429,16.81,1.92857142857,26.4428571429,5.8,22.8,sj,1996,1996-06-17
320,26.0,0.16555,0.1205,0.1861857,0.1705857,299.641428571,299.707142857,296.044285714,301.8,297.6,80.9071428571,17.4685714286,2.24285714286,27.6857142857,5.92857142857,23.3,sj,1996,1996-06-24
321,27.0,0.04687326686500002,0.07375,0.2217833,0.1834333,299.581428571,299.685714286,295.834285714,301.5,297.5,80.0614285714,17.2114285714,1.97142857143,27.9428571429,6.37142857143,24.4,sj,1996,1996-07-01
322,28.0,0.05763333,0.07825,0.1641167,0.1680333,299.734285714,299.835714286,296.341428571,302.0,297.9,81.8357142857,17.7642857143,2.24285714286,28.0142857143,6.37142857143,23.3,sj,1996,1996-07-08
323,29.0,0.1121,0.095425,0.1674286,0.1645429,299.018571429,299.064285714,296.124285714,301.4,297.1,84.3228571429,17.5385714286,2.24285714286,27.2714285714,5.62857142857,23.9,sj,1996,1996-07-15
324,30.0,0.0038,-0.0106,0.14715,0.1767833,299.714285714,299.964285714,295.794285714,302.0,298.0,79.1985714286,17.1457142857,2.32857142857,27.5142857143,5.47142857143,23.9,sj,1996,1996-07-22
325,31.0,0.09683333,0.115,0.1986143,0.2044429,299.394285714,299.457142857,296.03,301.4,297.5,81.91,17.39,2.2,27.1714285714,5.15714285714,23.9,sj,1996,1996-07-29
326,32.0,0.037528232050000006,0.05435,0.1329714,0.1440857,299.137142857,299.121428571,296.408571429,300.7,297.7,85.01,17.81,1.7,27.6714285714,5.34285714286,24.4,sj,1996,1996-08-05
327,33.0,0.0795,0.0291,0.14252,0.2317,299.651428571,299.792857143,296.078571429,301.8,298.1,80.9357142857,17.48,2.61428571429,28.0142857143,6.12857142857,22.8,sj,1996,1996-08-12
328,34.0,0.08059929174999995,0.09555,0.3094667,0.2312,298.984285714,299.042857143,296.128571429,300.7,297.6,84.3442857143,17.5228571429,1.97142857143,26.7857142857,6.62857142857,22.8,sj,1996,1996-08-19
329,35.0,0.01203333,0.07396667,0.2981857,0.3126,299.945714286,300.035714286,295.985714286,302.4,298.0,79.2728571429,17.4228571429,2.55714285714,27.7571428571,6.21428571429,23.9,sj,1996,1996-08-26
330,36.0,0.0364,0.03065,0.1729,0.1757857,300.372857143,300.742857143,296.911428571,303.3,298.6,81.54,18.4857142857,3.45714285714,28.4857142857,5.87142857143,23.3,sj,1996,1996-09-02
331,37.0,0.1043,0.1068,0.1678667,0.1728,299.802857143,299.885714286,296.452857143,301.5,297.8,81.9857142857,17.97,1.8,27.9428571429,6.51428571429,23.3,sj,1996,1996-09-09
332,38.0,-0.007791374400000014,0.02845,0.1504286,0.1078167,299.482857143,299.442857143,296.88,301.3,297.6,85.69,18.4071428571,1.82857142857,27.0428571429,5.82857142857,22.8,sj,1996,1996-09-16
333,39.0,0.04044,0.00445,0.1859,0.1818857,300.32,300.442857143,297.092857143,302.3,299.1,82.6385714286,18.5957142857,1.88571428571,27.8714285714,6.35714285714,23.9,sj,1996,1996-09-23
334,40.0,-0.0385,0.06813333,0.1651286,0.1952143,300.018571429,300.207142857,296.09,302.4,298.6,79.1771428571,17.5214285714,2.1,27.4142857143,5.88571428571,23.9,sj,1996,1996-09-30
335,41.0,-0.0066,-0.0355,0.2071833,0.2196167,299.962857143,300.114285714,296.46,302.3,298.1,81.26,17.9414285714,2.54285714286,27.2857142857,6.24285714286,23.3,sj,1996,1996-10-07
336,42.0,0.04064070011500002,0.0609,0.2202286,0.2358,299.804285714,299.842857143,296.048571429,301.8,298.2,79.9571428571,17.4857142857,2.17142857143,27.5714285714,6.64285714286,23.3,sj,1996,1996-10-14
337,43.0,-0.0969,-0.0902,0.1490143,0.1663143,300.344285714,300.464285714,296.717142857,302.1,298.7,80.7342857143,18.23,2.64285714286,29.0428571429,7.38571428571,24.4,sj,1996,1996-10-21
338,44.0,0.00525,0.0158,0.1809429,0.1463571,299.251428571,299.342857143,295.72,302.3,297.7,81.13,17.1442857143,2.08571428571,27.0428571429,6.1,21.7,sj,1996,1996-10-28
339,45.0,-0.05675,-0.00865,0.1236143,0.1353,299.168571429,299.235714286,296.26,301.5,297.5,84.1114285714,17.7014285714,2.04285714286,26.8428571429,6.28571428571,22.2,sj,1996,1996-11-04
340,46.0,-0.03006667,0.0881,0.07505714,0.098,298.245714286,298.214285714,295.265714286,299.7,296.8,83.64,16.6771428571,1.8,26.1571428571,6.02857142857,22.2,sj,1996,1996-11-11
341,47.0,0.0308181921,0.039525,0.06076667,0.0578,298.477142857,298.557142857,295.438571429,300.5,296.8,83.3971428571,16.8428571429,1.6,25.8714285714,5.6,22.2,sj,1996,1996-11-18
342,48.0,0.10179090199999999,0.1038667,0.1649714,0.1447714,298.197142857,298.421428571,295.667142857,300.5,296.6,86.0714285714,17.1285714286,2.04285714286,25.6142857143,4.58571428571,22.8,sj,1996,1996-11-25
343,49.0,-0.1171,-0.01016667,0.2602714,0.2308429,297.642857143,297.678571429,292.941428571,299.7,295.6,75.2928571429,14.4585714286,1.9,25.0142857143,5.05714285714,21.7,sj,1996,1996-12-02
344,50.0,-0.00042630080000000267,0.0495,0.1559143,0.176,297.827142857,297.978571429,292.662857143,300.6,295.2,73.2528571429,14.2457142857,2.75714285714,24.8,6.57142857143,20.6,sj,1996,1996-12-09
345,51.0,0.13633153475000004,0.1639,0.1702286,0.1818571,296.635714286,296.771428571,292.787142857,299.1,295.6,79.3728571429,14.3328571429,1.82857142857,24.9571428571,4.7,21.1,sj,1996,1996-12-16
346,52.0,0.0214,0.0214,0.156975,0.1470375,297.031428571,297.114285714,291.424285714,299.0,294.5,71.0628571429,13.1528571429,2.48571428571,24.5142857143,5.78571428571,19.4,sj,1996,1996-12-23
347,1.0,0.1526333,0.1094,0.2077429,0.1732857,299.677142857,299.821428571,295.014285714,301.5,297.7,75.6785714286,16.3771428571,2.35714285714,26.6285714286,7.71428571429,21.7,sj,1997,1997-01-01
348,2.0,0.1901068690000001,0.1839,0.2683714,0.1435857,297.188571429,297.428571429,293.558571429,299.2,295.6,80.3,14.9671428571,2.37142857143,24.6714285714,5.64285714286,21.1,sj,1997,1997-01-08
349,3.0,-0.1459,0.0338,0.2233714,0.2170857,297.568571429,297.664285714,292.797142857,299.4,296.1,74.94,14.2785714286,2.24285714286,24.3857142857,6.65714285714,19.4,sj,1997,1997-01-15
350,4.0,0.0495,0.07316667,0.1704714,0.1861429,297.485714286,297.742857143,293.787142857,300.9,295.2,80.0928571429,15.1742857143,3.14285714286,24.9,6.42857142857,21.1,sj,1997,1997-01-22
351,5.0,0.0451,0.04505,0.1107571,0.1018,296.741428571,296.842857143,293.532857143,298.9,295.3,82.3885714286,14.8985714286,1.82857142857,24.6285714286,4.68571428571,21.1,sj,1997,1997-01-29
352,6.0,0.04245,0.03413333,0.1372714,0.1156857,297.27,297.407142857,292.575714286,299.1,295.8,75.0757142857,14.0585714286,2.07142857143,23.7,6.1,19.4,sj,1997,1997-02-05
353,7.0,0.0455,0.1281,0.1796714,0.1705857,297.12,297.292857143,293.637142857,298.8,295.7,80.9471428571,15.0171428571,1.7,24.5714285714,5.7,21.1,sj,1997,1997-02-12
354,8.0,0.0297,0.07732,0.1488286,0.1815429,297.587142857,297.714285714,293.221428571,299.2,296.2,76.7128571429,14.6142857143,2.05714285714,24.6857142857,6.27142857143,21.1,sj,1997,1997-02-19
355,9.0,0.03574140785000001,0.04896667,0.15534,0.1579,297.264285714,297.357142857,292.472857143,298.8,295.7,74.6314285714,13.9314285714,2.17142857143,24.4714285714,5.54285714286,21.1,sj,1997,1997-02-26
356,10.0,-0.03240000049999999,0.03127735042999999,0.2277,0.2670143,297.292857143,297.392857143,292.41,299.0,295.5,74.2557142857,13.8857142857,2.21428571429,24.5714285714,4.98571428571,21.1,sj,1997,1997-03-05
357,11.0,0.06680153304999993,0.0864,0.1700714,0.1512429,297.138571429,297.35,292.495714286,299.3,295.8,75.3728571429,13.9771428571,2.15714285714,24.3571428571,5.78571428571,21.1,sj,1997,1997-03-12
358,12.0,0.1409,0.12525,0.2582143,0.2533286,297.078571429,297.221428571,292.767142857,299.1,296.0,76.9042857143,14.2228571429,1.9,24.7428571429,6.58571428571,21.1,sj,1997,1997-03-19
359,13.0,0.11245,0.107,0.2076143,0.2154,297.721428571,297.921428571,292.758571429,300.6,295.7,74.1185714286,14.2271428571,3.44285714286,25.3142857143,8.07142857143,20.6,sj,1997,1997-03-26
360,14.0,0.1343302230500001,0.123,0.1983167,0.1916833,297.692857143,297.857142857,292.775714286,299.9,295.5,74.2057142857,14.2314285714,2.68571428571,25.0857142857,7.45714285714,20.6,sj,1997,1997-04-02
361,15.0,0.0602,0.069825,0.2164286,0.2027714,296.595714286,296.635714286,291.842857143,300.7,294.3,74.85,13.4928571429,2.38571428571,25.3571428571,5.61428571429,21.7,sj,1997,1997-04-09
362,16.0,0.033075,0.05155,0.2085429,0.2354857,297.178571429,297.464285714,291.674285714,299.6,295.1,71.5585714286,13.35,2.78571428571,25.9,7.92857142857,20.0,sj,1997,1997-04-16
363,17.0,0.0388,0.023,0.2024429,0.2222571,298.821428571,299.05,294.098571429,301.7,296.7,75.4171428571,15.5014285714,3.84285714286,27.6714285714,9.61428571429,21.1,sj,1997,1997-04-23
364,18.0,-0.0035,0.007333333,0.1991,0.1928833,299.204285714,299.385714286,294.82,301.7,296.7,76.9528571429,16.17,3.45714285714,27.7714285714,8.27142857143,22.8,sj,1997,1997-04-30
365,19.0,-0.0597,0.0331,0.1650857,0.1324571,299.35,299.507142857,294.727142857,301.1,297.8,75.8785714286,16.0785714286,2.7,27.9285714286,8.42857142857,23.3,sj,1997,1997-05-07
366,20.0,0.1019,0.0747,0.1175167,0.1297857,298.85,298.985714286,294.798571429,301.4,297.1,78.5371428571,16.1442857143,2.54285714286,27.5714285714,8.67142857143,22.2,sj,1997,1997-05-14
367,21.0,0.0798,0.1065333,0.1590333,0.09873333,299.241428571,299.385714286,294.661428571,301.1,297.8,75.9828571429,15.9971428571,2.42857142857,27.5857142857,7.08571428571,23.9,sj,1997,1997-05-21
368,22.0,0.0235,0.05535,0.2090857,0.1450571,299.281428571,299.435714286,295.262857143,301.4,297.7,78.7114285714,16.66,2.67142857143,27.3142857143,7.02857142857,22.8,sj,1997,1997-05-28
369,23.0,0.0557,0.08895,0.1841571,0.1623571,298.995714286,299.042857143,295.978571429,300.6,297.9,83.4857142857,17.3685714286,1.97142857143,27.2714285714,7.07142857143,22.2,sj,1997,1997-06-04
370,24.0,0.1197,0.0904,0.1477167,0.1914143,300.001428571,300.264285714,296.174285714,302.3,298.2,79.7457142857,17.62,2.87142857143,28.6,7.0,23.9,sj,1997,1997-06-11
371,25.0,0.0108,0.05426667,0.1710429,0.2157,300.367142857,300.6,296.411428571,302.6,298.0,79.3642857143,17.8471428571,2.91428571429,29.0142857143,7.51428571429,23.9,sj,1997,1997-06-18
372,26.0,0.0749,0.07762,0.1302143,0.1368,300.044285714,300.092857143,296.322857143,302.0,298.4,80.2457142857,17.7328571429,2.18571428571,28.6571428571,6.68571428571,23.9,sj,1997,1997-06-25
373,27.0,0.1012,0.09026667,0.1940286,0.1983714,300.295714286,300.514285714,296.238571429,302.3,298.3,78.6385714286,17.6357142857,2.91428571429,28.4142857143,6.42857142857,24.4,sj,1997,1997-07-02
374,28.0,0.0883,0.07483333,0.1354571,0.1118571,300.488571429,300.642857143,296.415714286,302.3,299.0,78.62,17.8457142857,2.42857142857,29.0142857143,7.54285714286,23.9,sj,1997,1997-07-09
375,29.0,-0.0562,0.0112,0.1573143,0.1659714,300.094285714,300.171428571,296.511428571,302.2,298.1,80.9171428571,17.9485714286,2.54285714286,28.6142857143,6.74285714286,24.4,sj,1997,1997-07-16
376,30.0,-0.1562,-0.14288688367,0.1646429,0.1496857,299.958571429,299.942857143,296.602857143,302.7,298.2,82.1328571429,18.0457142857,1.77142857143,27.9,6.28571428571,23.3,sj,1997,1997-07-23
377,31.0,0.1393,0.07825,0.2511714,0.1919429,300.117142857,300.214285714,296.215714286,302.4,297.8,79.4542857143,17.6171428571,2.74285714286,27.8285714286,6.6,22.8,sj,1997,1997-07-30
378,32.0,0.0981,0.0981,0.1404571,0.1142286,300.294285714,300.414285714,296.735714286,302.5,297.8,81.1042857143,18.18,2.51428571429,28.6428571429,5.94285714286,25.0,sj,1997,1997-08-06
379,33.0,0.008933333,0.046675,0.1411,0.1585714,299.84,299.992857143,296.572857143,301.9,298.1,82.3928571429,17.9885714286,2.47142857143,28.2857142857,6.61428571429,23.9,sj,1997,1997-08-13
380,34.0,0.09744799474999999,0.11135,0.1741857,0.1446,299.761428571,299.8,296.658571429,301.8,298.2,83.28,18.0914285714,2.02857142857,28.4142857143,6.51428571429,24.4,sj,1997,1997-08-20
381,35.0,0.06065,0.08936667,0.1869714,0.2091857,300.265714286,300.335714286,296.704285714,302.5,298.8,81.1428571429,18.1828571429,2.1,27.9857142857,6.44285714286,22.8,sj,1997,1997-08-27
382,36.0,0.1072,0.1159667,0.2084,0.1735571,300.138571429,300.121428571,296.804285714,302.0,298.5,82.22,18.3085714286,2.07142857143,28.7285714286,6.58571428571,25.0,sj,1997,1997-09-03
383,37.0,0.03495,0.0815,0.1973143,0.1827714,300.548571429,300.721428571,297.414285714,302.6,298.9,83.1642857143,19.0442857143,2.58571428571,28.9571428571,6.12857142857,24.4,sj,1997,1997-09-10
384,38.0,-0.049,0.01545,0.1992286,0.1866286,300.682857143,300.807142857,297.247142857,303.6,299.0,81.8085714286,18.8285714286,2.58571428571,28.9,6.67142857143,25.0,sj,1997,1997-09-17
385,39.0,0.12258,0.09823333,0.1432143,0.1434143,300.42,300.514285714,296.385714286,302.6,298.0,78.78,17.8285714286,2.4,28.4,6.74285714286,23.9,sj,1997,1997-09-24
386,40.0,0.1123,0.1054,0.2000571,0.1438857,300.132857143,300.207142857,297.268571429,302.6,298.7,84.4371428571,18.8142857143,2.12857142857,27.5857142857,6.75714285714,21.7,sj,1997,1997-10-01
387,41.0,0.0019,0.095825,0.09027143,0.0999,300.564285714,300.735714286,296.787142857,303.2,298.5,80.0842857143,18.31,2.64285714286,28.5,7.3,23.3,sj,1997,1997-10-08
388,42.0,-0.01515,0.0831,0.2018667,0.2107333,299.478571429,299.435714286,296.435714286,302.9,297.6,83.5757142857,17.9271428571,1.84285714286,27.3571428571,6.42857142857,22.8,sj,1997,1997-10-15
389,43.0,0.2770860174999997,0.1966,0.3152429,0.2916429,299.608571429,299.842857143,296.304285714,302.3,296.4,82.2342857143,17.8185714286,3.34285714286,27.7,5.88571428571,23.9,sj,1997,1997-10-22
390,44.0,0.16168075800000004,0.1695,0.2978143,0.2102,300.381428571,300.55,296.101428571,302.3,298.1,77.5328571429,17.5514285714,2.7,28.3857142857,5.81428571429,24.4,sj,1997,1997-10-29
391,45.0,0.07745,0.05471333329999995,0.1989571,0.1767429,300.031428571,300.092857143,295.695714286,301.9,298.6,77.3071428571,17.0957142857,2.04285714286,27.7428571429,6.11428571429,23.9,sj,1997,1997-11-05
392,46.0,0.0695,0.12345,0.1481429,0.1022714,299.687142857,299.792857143,295.345714286,302.6,297.9,77.1628571429,16.7642857143,2.24285714286,27.3428571429,7.4,22.8,sj,1997,1997-11-12
393,47.0,-0.07413166659999992,-0.1026,0.2017857,0.1477857,299.491428571,299.528571429,296.312857143,301.8,298.0,82.7657142857,17.7385714286,1.8,27.3285714286,6.0,23.9,sj,1997,1997-11-19
394,48.0,0.2192,0.1606,0.1749286,0.2117571,299.62,299.7,296.337142857,301.9,297.9,82.27,17.7714285714,2.2,27.2571428571,5.67142857143,23.9,sj,1997,1997-11-26
395,49.0,0.0568,0.0661,0.3493143,0.3120714,299.455714286,299.507142857,295.575714286,301.3,298.2,79.3957142857,17.0014285714,1.87142857143,26.6714285714,6.61428571429,23.3,sj,1997,1997-12-03
396,50.0,-0.06119525095500002,-0.0448,0.2314143,0.2354714,300.132857143,300.35,295.152857143,302.0,298.8,74.2814285714,16.53,2.67142857143,26.7571428571,8.25714285714,21.7,sj,1997,1997-12-10
